old_name,ocr_raw,matched_name,score,new_name
action-card_card-front_未命名_s6_p03_i026.png,,,0.0,action-card_card-front_待确认_s6_p03_i026.png
action-card_card-front_未命名_s6_p03_i027.png,,,0.0,action-card_card-front_待确认_s6_p03_i027.png
action-card_card-front_未命名_s6_p04_i028.png,,,0.0,action-card_card-front_待确认_s6_p04_i028.png
action-card_card-front_未命名_s6_p04_i029.png,,,0.0,action-card_card-front_待确认_s6_p04_i029.png
action-card_card-front_未命名_s6_p04_i030.png,,,0.0,action-card_card-front_待确认_s6_p04_i030.png
action-card_card-front_未命名_s6_p04_i031.png,,,0.0,action-card_card-front_待确认_s6_p04_i031.png
action-card_card-front_未命名_s6_p04_i032.png,,,0.0,action-card_card-front_待确认_s6_p04_i032.png
action-card_card-front_未命名_s6_p04_i033.png,,,0.0,action-card_card-front_待确认_s6_p04_i033.png
action-card_card-front_未命名_s6_p04_i034.png,,,0.0,action-card_card-front_待确认_s6_p04_i034.png
