old_name,ocr_raw,ocr_score,ocr_name,hash_dist,hash_name,final_name,method
action-card_card-front_待确认_s6_p03_i026.png,,0.0,,11,主人公橙移动禁止,action-card_card-front_主人公橙移动禁止_01__v02.png,hash
action-card_card-front_待确认_s6_p03_i027.png,,0.0,,22,主人公绿不安移除,action-card_card-front_待确认_s6_p03_i027.png,pending
action-card_card-front_待确认_s6_p04_i028.png,,0.0,,1,主人公绿不安移除,action-card_card-front_主人公绿不安移除_01.png,hash
action-card_card-front_待确认_s6_p04_i029.png,,0.0,,7,主人公绿友好放置一,action-card_card-front_主人公绿友好放置一_01.png,hash
action-card_card-front_待确认_s6_p04_i030.png,,0.0,,5,主人公绿友好放置二,action-card_card-front_主人公绿友好放置二_01.png,hash
action-card_card-front_待确认_s6_p04_i031.png,,0.0,,4,主人公绿阴谋禁止,action-card_card-front_主人公绿阴谋禁止_01.png,hash
action-card_card-front_待确认_s6_p04_i032.png,,0.0,,2,主人公绿移动上下,action-card_card-front_主人公绿移动上下_01.png,hash
action-card_card-front_待确认_s6_p04_i033.png,,0.0,,4,主人公绿移动左右,action-card_card-front_主人公绿移动左右_01.png,hash
action-card_card-front_待确认_s6_p04_i034.png,,0.0,,4,主人公绿移动禁止,action-card_card-front_主人公绿移动禁止_01.png,hash
