"old_name","new_name","status"
"token_不安x3_01.png","token_不安_3倍_01.png","renamed"
"token_领地_01.png","token_领地_阶段1_01.png","renamed"
"token_领地_02.png","token_领地_阶段2_01.png","renamed"
"token_密谋x3_01.png","token_密谋_3倍_01.png","renamed"
"token_天数_01.png","token_时间_天数_01.png","renamed"
"token_循环_01.png","token_时间_循环_01.png","renamed"
"token_友好x3_01.png","token_友好_3倍_01.png","renamed"
"token_Ex_01.png","token_特殊_EX_01.png","renamed"
